Category,Text,Prediction
wt_text,Is it allowed to use Walkie Talkies in France? | Europe Forum | Fodor's Travel Talk Forums https://t.co/VON7jxLpHR,0.50881135
wt_text,Communications During An Uprising: From Zello To Walkie-Talkies In Venezuela And Ukraine | International Busines... https://t.co/ie6ngPzNk1,0.45907557
wt_text,RT @xyrocide: Kids these days with their walkie talkies back in my day we would throw rocks at each other with messages on them written in…,0.48603475
wt_text,"Cool birthday gift, walkie talkies from cousin Austin! benkbtam gojaniz https://t.co/QnmliI2NIJ",0.914464
wt_text,Shop Midland GMRS Two Way Radios Walkie Talkies https://t.co/qvZyZ3v2X9,0.05274265
wt_text,"RT @MoodGeek: ¿Te acuerdas de los #WalkieTalkies?
https://t.co/9hFBqhooBW",0.44253919
wt_text,Which Walkie Talkies Have the Best Range? | eBay https://t.co/nTgXMWUCb7,0.45631388
wt_text,"Buy Walkie Talkies for Kids in Dubai, UAE https://t.co/MWocAUNVZm",0.23436168
wt_text,Use of Walkie Talkies? - Italy Forum - TripAdvisor https://t.co/HaS78YFm4d,0.05029796
wt_text,.@j_rosekane’s phone is broken so we just spent 25mins on the phone ending each completed thought with “over” so the other person knew it was their turn to talk. Apparently we need to invest in walkie talkies. ?????,0.01002876
wt_text,RT @maryplummer: LAPD walkie talkies just said “wheels down”,0.26552564
wt_text,The mean store manager just yelled at the cool assistant manager over the walkie talkies so everyone heard her getting chewed out. It was so fucked up. But she stood up for herself so I’m proud of her ???,0.72239947
wt_text,LAPD walkie talkies just said “wheels down”,0.26552564
wt_text,Walkie Talkies vs. Two Way Radios: What?s the difference? https://t.co/cyZUbBw8St,0.19440274
wt_text,Instructions for Motorola Talkabout Walkie Talkies | Sciencing https://t.co/ZuOfVvVicl,0.55066794
wt_text,"Walkie talkies | in Northampton, Northamptonshire | Gumtree https://t.co/fT9hEDYjI1",0.36719579
wt_text,Best Two Way Radios - Top 10 Best Walkie Talkies of 2016 https://t.co/MhoWp2aWRV,0.95453292
wt_text,Two Way Radios | Walkie Talkies | Buy Online 2 Way https://t.co/ygwBwHncmo,0.00550263
wt_text,"me &amp; my boyf need walkie talkies for when I’m upstairs &amp; he downstairs 
I don’t feel like moving &amp; I don’t feel like yellin?",0.95015824
wt_text,"@HeathCapps Camp might be the only place left where children talk to adults with their full attention...well, except for the walkie talkies:)",0.5135355
wt_text,"RT @MoorlandNursery: Light, sound and technology in Nursery. Using iPads, the light box, walkie talkies and our listening station. ???? #te…",0.33527392
wt_text,Check out ACTION MISSION 2 WALKIE TALKIES PERFECT BIRTHDAY GIFT FREE UK POST https://t.co/mpXLSecuDa @eBay,0.95924401
wt_text,"FAYOGOO Kids Walkie Talkies, 22-Channel FRS/GMRS Radio, 4-Mile Range Two Way Radios with Flashlight and LCD Screen. 2 Pack, Camo Green https://t.co/9ztMRU4tvE",0.15567972
wt_text,Marvel Spiderman Homecoming FRS Walkie Talkies – Only $9.99! - https://t.co/ZvE7wQdWoq #WalkieTalkies https://t.co/XAPt65qyZX,0.78022122
wt_text,Marvel Spiderman Homecoming FRS Walkie Talkies – Only $9.99! - https://t.co/Z8kRcPmzkH #WalkieTalkies https://t.co/S6NNbnI4kB,0.78022122
wt_text,We have a walkie talkies at work but nobody says “over” when they done talking :(,0.30549607
wt_text,https://t.co/dzf0lirdGq Best Sellers: The most popular items in Walkie Talkies https://t.co/tbGYNcnZrc,0.23117916
wt_text,"Day 2.
Managed to get through the day without a row and divorce. Instead of not getting it right we’ve started to work as a team. Had a little go on the walkie talkies, mainly for the OH to put in his lunch order. Me ? I sat at the bow with our dog and just took in the beauty https://t.co/jx2yLdWZTn",0.07308888
wt_text,Questions and Answers for Walkie Talkies https://t.co/1WuuJFxYEz,0.56842679
wt_text,"Partnering up, Diggerland, &amp; Walkie-Talkies - Our Last Week in Review  - https://t.co/ON7QvJfutv",0.23537123
wt_text,Can Steven Spielberg replace all the guns in the world with walkie talkies? #guns #firearms #GunControl,0.78144675
wt_text,"Is your office spread across multiple floors? Do you struggle to reach your office management or facilities team? We recommend the use of walkie-talkies. For more helpful tips &amp; advice, register for a 30-day free trial of The OMP. https://t.co/olpxiEXkxb #Officemanagement https://t.co/95E0VPpEHG",0.49943268
wt_text,RT @terminusevent: Mike Karsch is a Project Manager for @ideasunited &amp; the former Marketing Coordinator for TERMINUS (once a TERMI always a…,0.40860078
wt_text,Worlds Smallest Walkie Talkies Electronic #Gadgets https://t.co/LCf00Feo0T,0.2379498
wt_text,Best Walkie Talkies For Kids - 10 Top Rated Kids Walkie Talkies - https://t.co/XMHM7g49jG https://t.co/AQcWuG95ip,0.85720813
wt_text,The Best Long Range Walkie Talkies from 2017 - GearHungry https://t.co/dZl3WLNSwu,0.79871702
wt_text,Best Walkie Talkies For Kids – 10 Top Rated Kids Walkie Talkies https://t.co/XMHM7g49jG https://t.co/PDVeQK5n1V,0.85720813
wt_text,The History of Walkie Talkies by Jamie B 8B on Prezi https://t.co/7vVmmVA20T,0.45635769
wt_text,What are Walkie Talkies? (with pictures) https://t.co/vHm43nTvoL,0.27150837
wt_text,How can I power walkie talkies (3 AAs each) using my vehicle cigarette lighter? https://t.co/rIq088fxsM,0.40170762
wt_text,walkie talkies - Management Issues - Early Years Foundation Stage Forum https://t.co/QN19Iy35pl,0.54257196
wt_text,RT @SimonThomasSky: Walkie talkies action and some reflections on yesterday. https://t.co/ErMaX9Qa9t via @YouTube,0.88736862
wt_text,How to Buy Walkie Talkies | eBay https://t.co/jzEAYfdZK5,0.12252491
wt_text,You know the film set you’re working on is legit when they break out the walkie-talkies.,0.7537753
wt_text,Is it allowed to use Walkie Talkies in France? | Europe Forum | Fodor's Travel Talk Forums https://t.co/zM8SfrDFsv,0.50881135
wt_text,"@SteHira i just like the idea of them using them over walkie-talkies like ""are you all in position sound off"" and everyone responds with full nicknames and ""jem in position"" ""i'm sorry who is jem"" ""don't do this--"" ""report, who is jem???"" ""(SIGHS) Jem &amp; the loch ness monster."" ""Better.""",0.72281539
wt_text,united states - Using my Baofeng UV-5R to talk to walkie talkies - Amateur Radio Stack Exchange https://t.co/GbNM97pv0v,0.23744947
wt_text,New York Giants Fined by NFL for Walkie-Talkies - Rolling Stone https://t.co/xCUx7KoDPy,0.66273457
wt_text,@andrescuervo9 Mejor llevemos walkie talkies para comunicarnos. Ya hemos sufrido demasiado Andres.,0.62666053
wt_text,Clear-Com vs. Walkie Talkies | ControlBooth https://t.co/vpOFGkRVKx,0.8650893
wt_text,Walkie Talkies ????,0.54342699
wt_text,BAOFENG BF - T1 Walkie Talkie - BLACK https://t.co/YkmeDSweCq via @marktplaats,0.18538192
wt_text,One AI founder came up with new biz idea as a way to help connect patients and doctors unable to communicate with each other; another ran a successful Kickstarter campaign using portable solar panels and walkie-talkies to assemble a communication network #sxs https://t.co/ucWnFJ1SiC,0.82813072
wt_text,RT @xyrocide: Kids these days with their walkie talkies back in my day we would throw rocks at each other with messages on them written in…,0.48603475
wt_text,Using Walkie Talkies While Driving · https://t.co/FyXVErPGs6 https://t.co/pM0iNEfhaL,0.55996126
wt_text,Did I miss the memo that phones no longer get put to ear/mouth and are better used like walkie talkies??,0.0335543
wt_text,"Kids Walkie Talkies, UOKOO Two-Way Radios 22 Channels and Back-lit LCD Screen (up to 6KM in… https://t.co/DPWRXHcfDA",0.03642678
wt_text,"@eyskonijntje @YouTube Hahahaha, ja, nou, met die dertien abonnees die ik heb... Ik zou nu *DIRECT* beveiliging gaan regelen hoor! Hekken om Eys, mannen in zwarte pakken met walkie talkies, the works! ??",0.9266991
wt_text,Walkie Talkies vs. Two Way Radios: What?s the difference? https://t.co/kWoM1y8s7m,0.19440274
wt_text,"Cheap Walkie Talkies, Professional Walkie Talkies for Kids | Tmart https://t.co/ljH4nX9taG",0.24321236
wt_text,Midland Waterproof Two Way Radios / Walkie Talkies https://t.co/eSnBJmuMa1,0.00610059
wt_text,"Waffles, Walkie Talkies e o Wagner Moura pra ele parar de fazer filme todo ano. https://t.co/2Ygf8CE7GJ",0.69983459
wt_text,Cheap Walkie Talkies Online | Walkie Talkies for 2017 https://t.co/Yoq7DuOcBG,0.2296032
wt_text,I want a remaster in 10 years that CGIs this in like the walkie-talkies in E.T. https://t.co/0XEMGGWj9W,0.48974484
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,Walkie Talkies vs. Two Way Radios - General Communications https://t.co/dmUwIr6qV4,0.35214925
wt_text,New York Giants Fined by NFL for Walkie-Talkies - Rolling Stone https://t.co/AOSzqbiCMi,0.66273457
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,kids twin walkie talkies 2 way radios 22 channel 3km(1.9mi) interphone auto • $29.79 - PicClick https://t.co/gIc16CnAYg,0.11406993
wt_text,10 Businesses That Benefit From Walkie Talkies | eBay https://t.co/Rm9OolsL2C,0.07856906
wt_text,Questions and Answers for Walkie Talkies https://t.co/Xs3mHHdZNQ,0.56842679
wt_text,"Giants fined $150K, Ben McAdoo docked $50K for using walkie-talkies against Cowboys | FOX Sports https://t.co/sTfIk2DvT1",0.57995051
wt_text,"When the power is out, Walkie-Talkies, simple two-way radios, are the answer for emergency communications. They ... https://t.co/teLATVnnvh",0.12993868
wt_text,Just dreamt that the cast of OITNB was singing “pepper” over walkie-talkies. It was pretty cool. Wayyyy better than that last season fo sho,0.69075817
wt_text,"Get a clue, over: Cruising with walkie-talkies - Travel - Travel Tips - Well-Mannered Traveler | NBC News https://t.co/f1xdiZyBDb",0.05278132
wt_text,What does VOX mean on walkie talkies? | https://t.co/g5ks3TelV1 https://t.co/iaWlKalm3n,0.73175347
wt_text,"Marvel Spiderman Homecoming FRS Walkie Talkies – $9.99 (reg. $24.99), Best price via Queen Bee Coupons &amp; Savings - Marvel Spiderman Homecoming FRS Walkie Talkies Amazon has these Marvel Spiderman Homecoming FRS Walkie ... https://t.co/gx9z6bDc04",0.99808782
wt_text,How Walkie-talkies Work | HowStuffWorks https://t.co/3EIKfNyRbr,0.3636165
wt_text,How to Use Walkie Talkies | It Still Works https://t.co/Im5XtpffZ0,0.7717275
wt_text,"Secret Service walkie-talkies, Intercom Squawkers to Narco Fuzz and Florida Mafia Real Estate Speculators.",0.94126874
wt_text,"Marvel Spiderman Homecoming FRS Walkie Talkies – $9.99 (reg. $24.99), Best price via Queen Bee Coupons &amp; Savings - Marvel Spiderman Homecoming FRS Walkie Talkies Amazon has these Marvel Spiderman Homecoming FRS Walkie ... https://t.co/zk3equYfg2",0.99808782
wt_text,"Marvel Spiderman Homecoming FRS Walkie Talkies – $9.99 (reg. $24.99), Best price via Queen Bee Coupons &amp; Savings - Marvel Spiderman Homecoming FRS Walkie Talkies Amazon has these Marvel Spiderman Homecoming FRS Walkie ... https://t.co/obAYetUYPf",0.99808782
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,Best Waterproof Walkie-Talkies (Jun 2017) - Buyer's Guide and Reviews https://t.co/iC4oWSEmkD,0.98469537
wt_text,walkie talkies - Buy Cheap walkie talkies - From Banggood https://t.co/3WyM9tEr29,0.04592673
wt_text,Echo de menos el dolor de oreja de los walkie-talkies #InternetFF,0.82230675
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,We got the walkie-talkies to keep us all informed Suited up head to toe in detective uniforms xD,0.85676074
wt_text,Best Two Way Radios - Top 10 Best Walkie Talkies of 2016 https://t.co/MhoWp1Tltl,0.95453292
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,Popular Encrypted Walkie Talkies-Buy Cheap Encrypted Walkie Talkies lots from China Encrypted Walkie Talkies sup... https://t.co/3MKRZp7ANp,0.09465167
wt_text,"Olywiz WH29 Long Range Walkie Talkies
16 Channels Portable 5W Handheld GMRS Two Way Radio Metal Shell 1 PACK
https://t.co/O0vWu8jcTP https://t.co/TSAUGAA8Qx",0.18415111
wt_text,"RT @WowsBox: Enter to have a chance to win OuterStar Durable Walkie Talkies for Kids(Green) via code.
Enter here &gt;&gt; https://t.co/Xzit3PzwXG…",0.2281848
wt_text,"What's the Frequency, Kenneth? - How Walkie-talkies Work | HowStuffWorks https://t.co/Me3MIb1swK",0.12890542
wt_text,Walkie Talkies in Different Countries - Legal Issues https://t.co/SKo1lmOjnk,0.21142533
wt_text,Fun Games to Play With Walkie Talkies | Our Pastimes https://t.co/8qM1cxEowR,0.95533973
wt_text,Win Free and 30% Off OuterStar Durable Walkie Talkies for Kids(Green) https://t.co/x9rtGujysq,0.09806848
wt_text,Is it allowed to use Walkie Talkies in France? | Europe Forum | Fodor's Travel Talk Forums https://t.co/s18jwom8zu,0.50881135
wt_text,"Computerised stock management? Nah, let's use walkie-talkies • The Register https://t.co/OCqZca0YFc",0.02444326
wt_text,Win Free and 30% Off OuterStar Durable Walkie Talkies for Kids(Green) https://t.co/V3ySX9IHes,0.09806848
rd_text,Radar Detector (The Loving Hand Remix) - Darwin Deez,0.509547
rd_text,3 Best Radar Detector Under 200 Dollar Reviews https://t.co/hCDvY77viC #radardetector #reviewerswebsite,0.77364916
rd_text,RT @SumBunniLuvsU: You are a radar detector ? sometimes I think I'm @darwindeez https://t.co/L8ZJqfnFYT,0.34134144
rd_text,i really need a radar detector ?????,0.30350375
rd_text,"My police radar detector saved me from a police trap for the first time today
Good purchase ?",0.98750836
rd_text,"@LibertyJen ...when your car gets broken into and the nice stereo and nice radar detector is left untouched, and about a dollar in change is taken instead...",0.02022327
rd_text,"The new ESCORT MAX 360c is the first radar and laser detector designed for the connected car. With built-in Wi-Fi, the MAX 360c updates through the on-board Wi-Fi connection, alerting the driver to the latest ticket threats in real-time.
https://t.co/mF4ZiK8Dav",0.81968284
rd_text,"#Radar #Detector, #Petcaree #High #Performance V7 #Police #Radar #Laser #Detectors for #Cars with #Voice #Alert and Car #Speed #Alarm #System with 360 #Degree #Detection (#Blue) - https://t.co/Bt9DRwvWPu. https://t.co/nlKzUIKPR4",0.77855623
rd_text,"Automobiles &amp;amp; Motorcycle: $8 Discount On Anti Radar Detector Car DVR 2 in 1 720P Dash Cam! from Tomtop
https://t.co/Z1sKw4N1jf https://t.co/TyKxlS9pbT",0.05395849
rd_text,360 Degree Radar Detector https://t.co/CIi6fDgdSx #Radar #Detector https://t.co/VkBwjV2LHv,0.05216715
rd_text,"https://t.co/tJ7r6EeZSg INT, $8 off: $8 Discount On Anti Radar Detector Car DVR 2 in 1 720P Dash Cam! from… https://t.co/oUNOpnYl0n @Everbuying Global",0.00931506
rd_text,"Buy in china: https://t.co/0EUosElRkg
 - V7 360 Degree Car Vehicle Radar Detector with Speed Voice Alert - Black",0.03528546
rd_text,$8 Discount On Anti Radar Detector Car DVR 2 in 1 720P Dash Cam! ?? https://t.co/tJ7r6EeZSg INT ????????… https://t.co/dUbM9dC4gj #???????? #?????? OO,0.00322599
rd_text,"Zhe owns duct tape, bolt cutters, and a radar detector.",0.45035183
rd_text,"?Radar detector use in #California
https://t.co/1cdW6NiTDz https://t.co/NpV5x5crJd",0.45899051
rd_text,"Buy in china: https://t.co/clxyaWUQUM
 - Universal V3 Vehicle Auto Car Radar Detector Laser Anti Radar Speed Det...",0.0214725
rd_text,360 Degree Car 16 Band GPS Speed Police Safe Radar Detector Voice… https://t.co/rGMK5zfAnB https://t.co/yG22q1dKur,0.20174238
rd_text,$3 Discount On Car Radar Detector Speed Voice Alert Warning Russia/English Version! ?? Tomtop… https://t.co/Kp1ySUd4nA #???????? #?????? OO,0.0858887
rd_text,Good #pop #music now playing Darwin Deez - Radar Detector on https://t.co/mcQcw88RUw,0.74384683
rd_text,"Comanda  acum Sistem Navigatie, Covorase Auto, Kit statie radio, Detector radar,  Alarma Auto, Huse scaune si multe alte Accesorii Auto la cel mai bun pret de pe https://t.co/ROpDgDr5Yw !

Cumpara produse #Originale ! https://t.co/bTjSaihnNT",0.08863182
rd_text,China offers: https://t.co/Qy0UYSpqgO -V7 360 Degree Car Vehicle Radar Detector with Speed Voice Alert - Red,0.09060413
rd_text,"Now $15.08,  V7 Car Radar Detector $15.08 https://t.co/mRYJ8rFD9n via @trend_slam https://t.co/v5WYC99Qee",0.03587487
rd_text,"RT @ClimaYucatan: Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacio…",0.56881487
rd_text,"RT @ClimaYucatan: Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacio…",0.56881487
rd_text,"RT @ClimaYucatan: Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacio…",0.56881487
rd_text,I added a video to a @YouTube playlist https://t.co/EOcO7nTYJc Radar Detector Integrated into Sportbike R6 08,0.9633168
rd_text,"RT @ClimaYucatan: Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacio…",0.56881487
rd_text,"RT @ClimaYucatan: Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacio…",0.56881487
rd_text,"Celda de tormenta fuerte aproximándose a la ciudad de #Belize.
Sigue mostrando intensa actividad eléctrica y precipitacion intensa.
(Satélite IR, Radar y detector de rayos) https://t.co/Zmdq4qtbZh",0.28666905
rd_text,@jesscnspots My radar detector has saved my ass more times than I care to admit!  ?,0.89435315
rd_text,"US-Deals Cars Uniden R3 Extreme Long Range Radar Laser Detector GPS, 360 Degree, DSP, Voice Al: $399.99 End Date: Sunday Apr-8-2018 23:12:28 PDT Buy It Now for only: $399.99 Buy It Now | Add to watch list https://t.co/FSGhLOQaSI %#USDeals% https://t.co/JoajlO22H1",0.03219046
rd_text,Once again my radar detector saved my life,0.92158645
rd_text,"_With the Driving100 Police Radar Detector_

GOTO LINK : https://t.co/jPakFZJdfs https://t.co/UeoHpqlEt5",0.35535383
rd_text,someone get ya girl a freaking radar detector!!!!!! ahhhhh this is dumb,0.03328585
rd_text,This old lady had her handicap sign hanging from the mirror and a radar detector on the dash..... how fast you be going gramy??,0.46205509
rd_text,".@AxisIPVideo D2050-VE Network Radar Detector uses advanced radar technology to detect trespassers who have breached your first
line of defense to enter your premises. It accurately, minimizes false alarms, in any weather, any time. Call us 630.718.3181. https://t.co/lDqwK8UDRr",0.01913881
rd_text,@RobBanks_WYRK @BuffaloDigest @EverythingBuf @SPECNewsBuffalo @BuffaloPartyCo @1065WYRK @BuffaloGrlProbs @BuffaloEats @BuffsBarstool @StepOutBFLO William Street in Lancaster in front of Flix had a nasty one a couple of weeks back. Fairly positive it's still there. My radar detector fell off my windshield I hit it so hard.,0.88629532
rd_text,"@CharlieDaniels Adam Schiff Mueller will take care of all of that with or without a lie detector Hillary is not even in the picture.Been there done that!  Donald J Trump is the one on Mueller radar.
 Muller will give you the your answer very soon
Release the https://t.co/v36W3agCYB",0.43677744
rd_text,Ex-display Aguri Skyway GTX50 GPS/Radar/Laser Speed Trap Detector RRP £149.99 Now Only £95.00 FREE DELIVERY #Aguri #speedtrapdetectors https://t.co/ZqO2AjbQof via @eBay,0.09275571
rd_text,@Q_BEE15 Have you considered a good radar detector than???,0.71848285
rd_text,Gold Radar best gold detector https://t.co/MkA3jZ7JcQ https://t.co/JcRjPfcBCG,0.40700328
rd_text,RT @Avigilon: The Avigilon Presence Detector (APD) is a discreet impulse radar sensor with self-learning radar analytics that detects human…,0.47572502
rd_text,Have you ever received a speeding ticket? These cost a hefty fee and will jack up your car insurance premium. Top Tips for a Hidden Radar Detector Mount: https://t.co/qlcw4RcGjm,0.92442787
rd_text,"China offers: https://t.co/ioK8XJ0tv6 -720P 2.0"" TFT 1.3 MP HD Car RD + DVR w/ Radar Speed Detector G-sensor / Ra...",0.01720685
rd_text,Ojalá hubiera un detector de infieles o un radar que te diga el nivel de puteria jaja https://t.co/JeLTfjq2pd,0.66558129
rd_text,"12.03. 08:19 Uhr: Darwin Deez ""Radar Detector""",0.27930978
rd_text,Gold Radar best gold detector https://t.co/StlpYZLvlF https://t.co/MDe7riAkmb,0.40700328
rd_text,"@Krissy012000 That is cool.   
My dream car would be totally custom.  
I might even add some machine guns, bullet-proof glass, liberal radar detector, @OfficialAntifa neutering chamber, and a giant American Flag.",0.59817457
rd_text,Escort Passport X70 Radar Detector https://t.co/hh6Sg9O3Sg,0.29432368
rd_text,Escort Passport X70 Radar Detector https://t.co/nB2gAPcHVR,0.29432368
rd_text,@MargaretTrucks @roosterpisces @KentSailor @dJuanEpStein @janetshoemake @Marizellell @CharlieD2749 @azredhen @yrwol7 @Roger92263 @tgalebach_mo i've never had a radar detector.,0.89307833
rd_text,Good #pop #music now playing Darwin Deez - Radar Detector on https://t.co/mcQcw88RUw,0.74384683
rd_text,I stole my daddy’s police radar detector ?,0.58048183
rd_text,"—La verdad es que sí, demasiado acelerado. Verás el día que vuelque. Se agacha como si hablarle así fuera más efectivo—. ¿¡Puedes rastrear a Andar!? ¿¡Tienes un radar!? ¿¡O un detector de Señores del Tiempo!? ¡Algo!",0.79560757
rd_text,"$13/ 764 ??? 
?????????. ???????? ????? ??????
https://t.co/T3epQyUIg7'",0.51011533
rd_text,"@TheEconomist I'll be happy when all the minivan and truck driving zombies have their steering wheels confiscated.

For those few of us that enjoy the art of driving, get a radar detector and enjoy it while you still can.",0.6851837
rd_text,LED Parking Sensor With 4 Sensors Parktronic Reverse Backup Car Parking Radar Monitor Detector System GS-300 https://t.co/HKXl5rm34E https://t.co/sldiDQ8U5p,0.02273495
rd_text,"Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/lWvDRYHxIE https://t.co/mTxb4uPk9A",0.02881298
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/3LUFlzJd3h https://t.co/dqdWfvkulS",0.08575752
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/pMIAQ5nhvm https://t.co/4SsKp2piaH",0.08575752
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/o19oyPp09M https://t.co/GfPq34SeX3",0.02881298
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/jtWkUTwYut https://t.co/ePSLivuu8Z",0.02881298
rd_text,RT @POPXXICENTURY: Good #pop #music now playing Darwin Deez - Radar Detector on https://t.co/mcQcw88RUw,0.74384683
rd_text,Good #pop #music now playing Darwin Deez - Radar Detector on https://t.co/mcQcw88RUw,0.74384683
rd_text,@RadarMount I'm interested in your Valentine1 Radar Detector Mirror Mount but I can't find anywhere on your website whether it will work on a Tesla Model X (2016).  Could you tell me?,0.5079903
rd_text,AXIS D2050-VE Network #Radar Detector is a reliable and accurate radar which detects approaching trespassers on your premises. https://t.co/447jDvtATV #security #solution #surveillance #IoT https://t.co/BaMy7UuCGd,0.60600543
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/w7GVa7gshF https://t.co/VAORZN7d5z",0.08575752
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/hENbfh6XdK https://t.co/2IkIKn3bHL",0.08575752
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/M8AC10oYPI https://t.co/JR5JYRmUWC",0.02881298
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/Tvy6Xrtvlh https://t.co/rm1owkWlPx",0.02881298
rd_text,"Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/LLPHewWUYF https://t.co/rwGK8tHan9",0.02881298
rd_text,AXIS D2050-VE Network #Radar Detector is a reliable and accurate radar which detects approaching trespassers on your premises. https://t.co/bBGQfuoL3y #security #solution #surveillance #IoT https://t.co/deiKUok12G,0.60600543
rd_text,3 Best Radar Detector Under 200 Dollar Reviews https://t.co/hCDvY77viC #radardetector #reviewerswebsite,0.77364916
rd_text,@Josh_Hamrick busy week huh? A thought ? Would bigger and more descriptive call outs in competitive be... And for one I loved the Halloween Trials. I could also see footsteps and/or sound detector replacing the radar (this would help the hearing impaired and less $$ fortunate),0.12448287
rd_text,Radar Detector (The Loving Hand Remix) - Darwin Deez,0.509547
rd_text,"RT @juggy_hudge: “you need a radar detector like mine” -joshua, who has been pulled over 24 times",0.4210403
rd_text,"Molly is playing ""The Disappearance Of The Sun (Radar Detector Remix)"" by U.O.K. on https://t.co/EyfHWXnF2Y #chill #chillout #chil",0.65579957
rd_text,@Whiteboysunday GET A RADAR DETECTOR MAN,0.43273315
rd_text,Cobra Electronics Irad 950 Iradar Atom Radar Detector Wireless Phone Accessory https://t.co/Dm1PhdjcXl https://t.co/1RUvgT97vX,0.94714761
rd_text,"“you need a radar detector like mine” -joshua, who has been pulled over 24 times",0.4210403
rd_text,Thank god for my radar detector ??,0.52625668
rd_text,"Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/BhPYjrFxq8 https://t.co/C0vG6tT3hB",0.02881298
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/GZ4pxXHMc1 https://t.co/tBNBgyqLIi",0.08575752
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/vyQ4n9GxW4 https://t.co/v2HroLThTs",0.02881298
rd_text,"#Deal Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/bZlZ0wnSIc https://t.co/yYiGf8VcVB",0.08575752
rd_text,"#Save 27% | Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, V https://t.co/PkGUNNNk66 https://t.co/nw70dQaRyp",0.02881298
rd_text,"# Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, Voice Alert https://t.co/tR2svIAlpp https://t.co/zNMtVEZ8cp",0.13539131
rd_text,He owns a radar detector.,0.08986271
rd_text,"@ricinmidland @knitterrrr I woulda gave him a run, my advantage was I was in a toll Lane no traffic.... Oh and my radar detector lol",0.33043665
rd_text,"Ebay Deal: Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, Voice Alert  https://t.co/BjJtkb5pWq #ebay #deals #aff #fb #dotd #dealoftheday",0.02444412
rd_text,"Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, Voice Alert  https://t.co/9zUNUsbPie #StormDeals",0.13676375
rd_text,"Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, Voice Alert  https://t.co/07e3jWQ4Hl #DailyDeals",0.13676375
rd_text,"$399.99 save 28% Uniden R3 Extreme Long Range Radar Laser Detector w/ GPS, Voice Alert https://t.co/Vh1D8RSIpp",0.02797452
rd_text,SDP - Sound Depot and Performance in Gainesville specializes in radar detectors and speeding ticket defense... https://t.co/Sh9R2JnjLg,0.96705192
rd_text,Uber driver in Vegas couple nights ago decided to put on his radar detector while rolling through an intersection. got pulled over with myself in it. Immediately said “oh no me a fuck” in his Grecian accent and proceeded to get 2 tickets. I thought I was about to be on Cops,0.3367925
